Label,Audio_Name,Mean,Median,Std_Deviation,Zero_Crossing_Rate,Energy,Spectral_Centroid,Spectral_Bandwidth,Spectral_Rolloff,Chroma,MFCCs
pleasantsurprised,YAF_said_ps,-5.29E-05,-0.000111779,0.031452313,0.267440405,0.025400076,3891.251057,2318.963267,6285.210712,0.29982027,-29.366627
pleasantsurprised,YAF_wire_ps,-4.24E-05,0.000381761,0.029139241,0.161968185,0.024787892,2749.213248,2209.313359,4759.616199,0.28894717,-28.707964
pleasantsurprised,YAF_pike_ps,-4.31E-05,0.00013774,0.037456185,0.196077278,0.027517095,3447.352521,2451.396617,5975.98274,0.3624843,-29.857086
pleasantsurprised,YAF_shawl_ps,-4.03E-05,0.000176812,0.04299891,0.241910204,0.03713967,3613.292604,2229.579091,5891.989475,0.3348496,-29.012743
pleasantsurprised,YAF_puff_ps,-2.26E-05,-0.000210432,0.045893725,0.22160848,0.03511797,3293.292248,2294.517285,5401.91803,0.38193327,-28.470337
pleasantsurprised,YAF_walk_ps,-4.28E-05,0.000397777,0.040423788,0.167162792,0.03153425,2810.761164,2170.56161,4850.159427,0.3117987,-29.104473
pleasantsurprised,YAF_thought_ps,-4.80E-05,0.00013722,0.043146748,0.238151826,0.033252332,3634.673824,2323.22562,6047.587126,0.3386533,-29.095083
pleasantsurprised,YAF_seize_ps,-4.21E-05,0.000486734,0.025797078,0.326841842,0.020979695,4418.799095,2286.036897,6611.694904,0.35281986,-30.77241
pleasantsurprised,YAF_sour_ps,-4.39E-05,0.000418016,0.026685141,0.263342432,0.021831984,3663.429732,2256.097661,5678.539157,0.32106614,-29.129837
pleasantsurprised,YAF_thumb_ps,-4.44E-05,0.000328222,0.0298561,0.218635465,0.024543997,3321.303821,2326.337749,5592.385525,0.32941976,-30.10693
pleasantsurprised,YAF_turn_ps,-4.28E-05,0.000361243,0.041074004,0.192157946,0.032445304,3062.444658,2213.600197,5156.918817,0.3340774,-30.157288
pleasantsurprised,YAF_rush_ps,-5.28E-05,0.000396021,0.03374434,0.23197955,0.027918117,3423.307554,2116.645279,5374.940832,0.31136578,-29.748396
pleasantsurprised,YAF_room_ps,-3.89E-05,0.000849939,0.027013578,0.149593305,0.023806754,2687.148893,2184.953244,4545.005006,0.26521415,-30.685287
happy,YAF_merge_happy,-3.90E-05,0.001728734,0.083057314,0.207244522,0.06354122,3052.064047,2076.148688,5019.587655,0.25107554,-26.499226
happy,YAF_doll_happy,-4.11E-05,0.000588936,0.080549456,0.188180302,0.0639063,3009.730352,2189.338249,5150.548631,0.2726442,-25.798033
happy,YAF_note_happy,-4.35E-05,0.000602719,0.0958764,0.216550052,0.07248875,3270.377167,2184.773476,5267.944336,0.2728113,-25.383408
happy,YAF_luck_happy,-3.35E-05,0.000297695,0.083379775,0.180284288,0.062915534,3117.016084,2330.518538,5583.213976,0.28417686,-26.214405
happy,YAF_five_happy,-3.53E-05,0.000470111,0.08803692,0.205961682,0.068001285,3216.167469,2280.081127,5565.05127,0.28490847,-26.456541
happy,YAF_hit_happy,-4.82E-05,0.000118547,0.08050373,0.224884033,0.06191932,3499.761251,2248.994475,5817.867737,0.32822114,-24.122305
happy,YAF_tire_happy,-5.17E-05,0.000606958,0.099300325,0.184520375,0.078894645,3024.977728,2203.445416,5178.980047,0.2856555,-23.812414
happy,YAF_fat_happy,-3.57E-05,0.00016793,0.08735306,0.225074678,0.062262967,3347.99397,2258.129714,5690.592256,0.30696076,-26.609898
happy,YAF_death_happy,-2.39E-05,0.000226857,0.09022886,0.189115084,0.06679307,3319.286223,2422.538963,5882.15332,0.30621427,-25.797468
happy,YAF_jar_happy,-5.62E-05,0.001539434,0.08417309,0.18114624,0.06774809,2946.595733,2063.802119,4888.037109,0.23793936,-26.947464
happy,YAF_live_happy,-4.18E-05,0.000847886,0.066698045,0.183116441,0.052891303,3062.384991,2217.04864,5264.384272,0.25413385,-27.800842
happy,YAF_sub_happy,-4.13E-05,0.00039736,0.07088358,0.237891861,0.05385715,3450.679177,2323.330541,5671.137015,0.25450194,-28.143322
happy,YAF_thumb_happy,-3.84E-05,0.000495068,0.09146328,0.202269072,0.06911334,3147.504167,2256.505982,5478.680205,0.256778,-27.730536
happy,YAF_shirt_happy,-3.30E-05,0.000358158,0.08742441,0.253369141,0.06773524,3616.630529,2030.102399,5618.132324,0.28466633,-26.314783
happy,YAF_chat_happy,-2.81E-05,0.000382822,0.09752113,0.236624581,0.07369873,3629.178134,2203.743632,5833.575439,0.27846476,-24.392792
happy,YAF_pad_happy,-3.87E-05,0.001577708,0.12098031,0.176501763,0.09912738,2950.194054,2203.323739,5072.251036,0.25200486,-22.109144
happy,YAF_half_happy,-4.39E-05,0.000617259,0.09507986,0.206118935,0.07521137,3135.764942,2153.799264,5384.717439,0.31052715,-24.082466
happy,YAF_home_happy,-4.62E-05,0.002344022,0.101252444,0.155463677,0.07942744,2733.959792,2113.397985,4796.171431,0.24180073,-23.710756
happy,YAF_match_happy,-3.92E-05,0.000427742,0.07885969,0.218907335,0.058906283,3285.252053,2089.217355,5275.993652,0.2779958,-27.54381
happy,YAF_cause_happy,-3.71E-05,0.00044417,0.09075399,0.225535426,0.07120511,3454.009841,2283.350843,5803.693258,0.26060072,-24.10361
happy,YAF_hate_happy,-4.22E-05,0.000506685,0.07025688,0.208343138,0.05440604,3361.44626,2166.323211,5247.226504,0.2718387,-26.901247
happy,YAF_lot_happy,-4.21E-05,0.000359512,0.09028122,0.21586251,0.06518641,3405.120231,2299.411936,5650.604926,0.30637425,-27.259964
happy,YAF_calm_happy,-4.31E-05,0.001213622,0.077906564,0.184422693,0.06300373,3001.133068,2269.511605,5048.659782,0.24513647,-25.369081
happy,YAF_sour_happy,-4.22E-05,0.00153942,0.09979305,0.241603807,0.078940235,3394.049955,2157.158576,5468.814824,0.25683957,-26.302204
happy,YAF_page_happy,-3.53E-05,0.000452683,0.06899022,0.20864545,0.05305234,3389.908977,2220.677741,5460.060317,0.28006345,-24.542686
happy,YAF_dime_happy,-5.36E-05,0.001664951,0.098668434,0.15770874,0.07617457,2799.132678,2098.414538,4804.057617,0.23727328,-26.516684
happy,YAF_bone_happy,-3.37E-05,0.000491179,0.09435196,0.179060571,0.07565937,2871.594506,2125.738575,4892.556424,0.24289735,-24.868382
happy,YAF_deep_happy,-8.97E-08,0.00043102,0.07046792,0.175503954,0.05116291,3169.367932,2372.817118,5531.906467,0.29698175,-26.20462
happy,YAF_hurl_happy,-4.80E-05,0.002292883,0.09116141,0.171059138,0.074441716,2702.210874,2034.045661,4500.303167,0.27330068,-24.068798
happy,YAF_far_happy,-3.75E-05,0.001501452,0.11737682,0.193103609,0.09306284,3010.325652,2228.004713,5099.267578,0.25399756,-25.635162
happy,YAF_pearl_happy,-4.54E-05,0.001014406,0.08641221,0.186981578,0.071256034,3049.540813,2218.935311,5253.038194,0.2752299,-24.128157
happy,YAF_size_happy,-3.99E-05,0.000791015,0.07159996,0.263569677,0.05331473,3701.524261,2363.591479,5936.278445,0.2525305,-27.743237
happy,YAF_puff_happy,-4.21E-05,8.20E-05,0.10099684,0.192697625,0.075976774,3159.539761,2342.657565,5676.124011,0.30895442,-26.051697
happy,YAF_bath_happy,-3.82E-05,6.50E-05,0.10252076,0.202492043,0.07811231,3336.409848,2380.638268,5855.436198,0.33760133,-26.137455
happy,YAF_bite_happy,-4.14E-05,0.00029191,0.09096563,0.195687643,0.06898537,3274.453895,2342.9802,5528.649902,0.26073152,-26.925406
happy,YAF_kill_happy,-3.59E-05,0.001277347,0.098220356,0.190304778,0.076558314,3103.373034,2168.442386,5300.047409,0.2652681,-23.519964
happy,YAF_pain_happy,-2.92E-05,0.001345161,0.08781013,0.179782774,0.06701993,3012.452962,2213.157952,5084.987138,0.25207675,-24.623205
happy,YAF_back_happy,-3.53E-05,2.63E-05,0.112622745,0.193559394,0.083662346,3187.19302,2294.842451,5516.132107,0.2892799,-27.47668
happy,YAF_pool_happy,-4.57E-05,0.000533895,0.096305504,0.166878044,0.07376849,2823.700444,2150.53804,4973.470792,0.25478697,-25.495533
happy,YAF_rough_happy,-3.84E-05,0.00041322,0.104399525,0.225881318,0.080560915,3405.678878,2209.184041,5630.400933,0.2980795,-27.18629
happy,YAF_gaze_happy,-5.05E-05,0.000321085,0.08929832,0.230761719,0.068885095,3698.479286,2425.718378,5936.137438,0.263611,-26.611027
happy,YAF_such_happy,-4.36E-05,0.000144593,0.084891364,0.306452825,0.06017449,3971.50783,2115.68412,6019.121845,0.29479188,-27.862549
happy,YAF_lid_happy,-3.74E-05,0.002060724,0.07305577,0.179398386,0.05977297,3017.632116,2303.384164,5042.027845,0.233998,-25.750078
happy,YAF_fail_happy,-4.32E-05,0.001908344,0.10869598,0.187590422,0.08728423,3073.801617,2232.550645,5179.399957,0.24718662,-24.651264
happy,YAF_mop_happy,-3.29E-05,0.000279107,0.089373246,0.18204472,0.06808925,2993.53664,2168.082143,5204.10493,0.28763133,-26.667566
happy,YAF_mood_happy,-3.99E-05,0.004159692,0.11113191,0.15218305,0.08812566,2784.133062,2172.091231,4835.158104,0.20396504,-26.45456
happy,YAF_lore_happy,-4.63E-05,0.001696397,0.08495921,0.162636497,0.06956482,2936.854643,2224.753957,5237.095226,0.23943698,-26.826897
happy,YAF_numb_happy,-3.20E-05,0.003547355,0.09281105,0.173281715,0.0745681,2804.704976,2075.565433,4686.676025,0.22875245,-25.891544
happy,YAF_jug_happy,-4.51E-05,0.00078018,0.100032605,0.192988528,0.07828085,3136.816584,2117.198829,5269.229319,0.23882295,-26.088306
happy,YAF_tape_happy,-3.54E-05,0.000198596,0.080739304,0.2047392,0.059266664,3326.163528,2258.245426,5679.698989,0.32939282,-26.336334
happy,YAF_loaf_happy,-4.20E-05,0.000777075,0.0701797,0.203125,0.055743285,3411.636706,2335.28542,5711.181357,0.28258243,-27.852673
happy,YAF_date_happy,-3.43E-05,0.00037889,0.10326015,0.235518443,0.07566516,3678.62202,2263.229023,5878.155595,0.26609704,-25.862076
happy,YAF_life_happy,-3.64E-05,0.000297072,0.09081181,0.211223734,0.06663036,3355.146391,2411.363631,5913.339339,0.31831834,-27.115963
happy,YAF_shall_happy,-3.18E-05,0.002309544,0.113768466,0.218480009,0.092058636,3159.903513,2017.601097,4915.396944,0.2675783,-24.080404
happy,YAF_sell_happy,-3.62E-05,0.001560324,0.06750214,0.242297363,0.054728754,3419.190582,2217.04515,5432.019653,0.24525668,-28.026293
happy,YAF_have_happy,-3.09E-05,0.000977242,0.08574814,0.199297324,0.06821795,3109.061526,2144.436846,5386.518386,0.2738761,-25.053953
happy,YAF_rat_happy,-4.50E-05,0.000363809,0.090443596,0.197383486,0.067265935,3151.161708,2195.057717,5230.835803,0.27399227,-25.860115
happy,YAF_shawl_happy,-3.36E-05,0.002506077,0.09475735,0.206947064,0.07834353,3047.85304,1980.075971,4954.369275,0.24788593,-24.742361
happy,YAF_chair_happy,-3.79E-05,0.002472783,0.071517445,0.222471656,0.06163446,3408.637193,2174.847163,5147.485947,0.26322192,-25.111364
happy,YAF_good_happy,-3.61E-05,0.000195291,0.07987398,0.172432141,0.06282427,3043.334386,2279.14598,5342.166842,0.25416902,-26.88667
happy,YAF_pole_happy,-4.30E-05,0.000591324,0.08821832,0.153590926,0.06899408,2795.86025,2262.969007,5135.539227,0.27144593,-25.146593
happy,YAF_thin_happy,-5.30E-05,0.001029576,0.07283368,0.181996783,0.05580814,2968.042546,2279.247147,5181.522001,0.2245714,-27.937319
happy,YAF_phone_happy,-4.57E-05,0.000629598,0.082271725,0.217046693,0.06414099,3126.590019,2190.388804,5310.81401,0.24636814,-27.038324
happy,YAF_jail_happy,-4.40E-05,0.002073477,0.08072625,0.178397473,0.0667701,2918.159669,2112.883488,4846.565755,0.23864108,-26.04209
happy,YAF_beg_happy,-4.41E-05,0.000209536,0.09602872,0.163419398,0.07198456,3026.823303,2401.505725,5359.535478,0.2535739,-24.345802
happy,YAF_peg_happy,-3.58E-05,0.000369296,0.10310067,0.182705431,0.07798396,3150.65023,2252.693037,5423.124235,0.2548234,-24.607822
happy,YAF_door_happy,-5.23E-05,0.000621597,0.0863005,0.157294551,0.06881636,2804.909105,2178.456562,4802.313155,0.24047951,-26.215828
happy,YAF_name_happy,-3.94E-05,0.003689105,0.10389458,0.162897283,0.08233812,2814.510004,2208.166089,4820.134111,0.2020318,-25.020233
happy,YAF_cab_happy,-4.31E-05,0.000472502,0.098632425,0.167106723,0.082549945,2908.346563,2186.857155,5038.370768,0.2576255,-24.175346
happy,YAF_rag_happy,-3.76E-05,0.002385662,0.09228751,0.1640625,0.076010875,2889.943288,2178.066615,4796.730735,0.23351833,-24.906027
happy,YAF_long_happy,-3.33E-05,0.002783076,0.09434237,0.161709872,0.07378303,2797.686621,2121.172528,4967.318448,0.23815072,-26.707912
happy,YAF_time_happy,-4.91E-05,0.000614249,0.09390203,0.190440912,0.07266786,3105.207879,2224.339949,5293.702856,0.26635954,-24.190866
happy,YAF_gin_happy,-3.85E-05,0.001950576,0.0762434,0.209907991,0.058216423,3234.67616,2138.272851,5171.211702,0.2244512,-27.837683
happy,YAF_food_happy,-2.67E-05,0.001717394,0.11020037,0.204450335,0.083759494,3198.08343,2283.037971,5421.496582,0.24779044,-24.276257
happy,YAF_make_happy,-4.59E-05,0.000462317,0.08941049,0.193484284,0.06768563,3196.293728,2190.273392,5290.657931,0.24382932,-25.713634
happy,YAF_fit_happy,-4.21E-05,9.89E-05,0.0931021,0.24635912,0.065104604,3639.627887,2318.406541,6131.696618,0.30400053,-27.357885
happy,YAF_chief_happy,-4.44E-05,0.000377512,0.0750812,0.24998122,0.05930503,3742.455442,2333.925847,5947.719163,0.29216388,-26.46823
happy,YAF_pass_happy,-4.02E-05,0.000292768,0.09242797,0.274869792,0.06770106,3865.646561,2247.586266,6136.604004,0.29598725,-25.015985
happy,YAF_tell_happy,-4.47E-05,0.00118299,0.09811269,0.198821312,0.07949397,3095.264571,2125.222664,5194.134096,0.27849603,-24.120602
happy,YAF_met_happy,-4.19E-05,0.000198685,0.10539929,0.208879302,0.0781035,3234.095762,2166.975819,5272.636472,0.26450893,-26.125349
happy,YAF_nag_happy,-4.36E-05,0.001482248,0.088905774,0.165311017,0.07099871,2786.503083,2099.429555,4691.921418,0.2382197,-23.645754
happy,YAF_lose_happy,-4.03E-05,0.000826958,0.096468724,0.226696135,0.07288755,3435.033353,2219.657748,5776.791735,0.24537632,-26.713886
happy,YAF_talk_happy,-3.39E-05,0.000217599,0.09159031,0.228115125,0.06911342,3376.085941,2205.384607,5667.708425,0.3002044,-24.742525
happy,YAF_mouse_happy,-3.30E-05,0.000939898,0.103855975,0.288418613,0.076994024,3864.345055,2247.53495,5957.598407,0.25446057,-25.432894
happy,YAF_keen_happy,-2.08E-05,0.000785975,0.05269244,0.170496687,0.04321487,3144.536548,2313.557712,5193.863108,0.26647297,-27.347345
happy,YAF_goal_happy,-4.31E-05,0.001476441,0.08233361,0.161022949,0.06915586,2863.197851,2229.269854,5035.404968,0.22702704,-26.012424
happy,YAF_south_happy,-3.16E-05,0.000443607,0.08572488,0.293196615,0.0661573,3810.463653,2287.26557,6090.546875,0.28711745,-26.648317
happy,YAF_tool_happy,-3.58E-05,0.000592955,0.09394125,0.204345703,0.07412864,3169.905363,2134.351528,5129.043344,0.2577192,-24.091928
happy,YAF_search_happy,-4.51E-05,0.000221701,0.096051335,0.287951794,0.06668789,3886.331704,2186.049586,6044.914363,0.24919598,-25.954706
happy,YAF_join_happy,-3.61E-05,0.00111566,0.086473264,0.192149523,0.067880645,3021.8708,2143.179464,5020.34668,0.23724192,-25.368834
happy,YAF_dead_happy,-3.65E-05,0.000473296,0.08482963,0.187176514,0.06689967,3210.382877,2229.089018,5233.779602,0.23696133,-26.978245
happy,YAF_ditch_happy,-2.54E-05,0.00027551,0.10821064,0.24295565,0.078378774,3734.71015,2190.951013,5878.827053,0.24750565,-27.109524
happy,YAF_take_happy,-3.98E-05,8.52E-05,0.054371033,0.238432786,0.03956242,3663.473865,2347.253496,6105.776872,0.31286743,-29.292227
happy,YAF_tip_happy,-2.15E-05,6.89E-05,0.045263994,0.218947785,0.034963362,3533.23563,2350.849001,5923.947723,0.3466003,-28.720493
happy,YAF_perch_happy,-3.25E-05,0.000188311,0.091433726,0.233618952,0.06766715,3519.972729,2209.821556,5677.356351,0.29048356,-25.467573
happy,YAF_shack_happy,-2.98E-05,0.000551575,0.09194065,0.225202288,0.07328717,3447.661345,2193.832375,5525.061035,0.28717163,-23.254574
happy,YAF_learn_happy,-3.57E-05,0.002974688,0.067786746,0.182286241,0.056266706,2933.044681,2137.378646,4950.722656,0.22900188,-27.549717
happy,YAF_mess_happy,-3.95E-05,0.000343649,0.08394663,0.295259141,0.061260473,3864.692083,2179.502893,5932.175469,0.24151276,-27.707567
happy,YAF_bar_happy,-4.43E-05,0.000947439,0.10071759,0.165626163,0.080534495,2740.302972,2144.007654,4764.733887,0.25370857,-25.074131
happy,YAF_hash_happy,-4.53E-05,0.000427559,0.06981247,0.224575309,0.055167712,3391.465759,2151.447611,5412.846339,0.3106146,-25.0726
happy,YAF_gas_happy,-3.58E-05,0.00018787,0.09661989,0.289340768,0.07068035,3964.071572,2233.466026,6161.158802,0.29492533,-25.77588
happy,YAF_hole_happy,-3.02E-05,0.002492263,0.094276235,0.162335205,0.07889059,2715.029865,2105.020279,4799.347229,0.25560513,-22.029879
happy,YAF_raise_happy,-3.31E-05,0.000957457,0.05965225,0.218514476,0.047746923,3499.160103,2355.634973,5802.94491,0.234058,-27.433933
happy,YAF_late_happy,-4.12E-05,0.000521194,0.08093596,0.183921331,0.06310241,3248.103208,2338.4117,5632.022906,0.24811657,-26.01384
happy,YAF_pike_happy,-3.00E-05,0.000188767,0.11155699,0.206279185,0.081261784,3346.882755,2366.716424,5707.660123,0.29148924,-23.2068
happy,YAF_near_happy,-4.36E-05,0.002284371,0.105012715,0.161865234,0.08179815,2795.5025,2126.033192,4719.973085,0.23405689,-25.640041
happy,YAF_said_happy,-6.23E-05,0.002475534,0.10587212,0.226556545,0.08345125,3352.178428,2234.510169,5546.244105,0.24896742,-23.117956
happy,YAF_sure_happy,-3.43E-05,0.002008327,0.059670135,0.201390317,0.049357623,3135.961605,2116.628916,4866.928904,0.25636777,-28.3383
happy,YAF_germ_happy,-3.48E-05,0.001244343,0.08389973,0.190517931,0.06342378,2935.993546,2062.542699,4811.633154,0.2303455,-26.921019
happy,YAF_pick_happy,-4.82E-05,0.000123618,0.09859605,0.197079613,0.07076799,3356.447513,2424.553354,5910.479736,0.30739394,-24.127825
happy,YAF_judge_happy,-3.17E-05,0.000411546,0.082356885,0.224399362,0.062181287,3320.39208,2017.197498,5201.426254,0.24648692,-25.143675
happy,YAF_raid_happy,-3.79E-05,0.0023512,0.093863845,0.146472013,0.07506657,2770.454932,2230.514973,4730.217811,0.21470992,-23.519093
happy,YAF_reach_happy,-4.31E-05,0.000457959,0.05819371,0.209522594,0.042535722,3305.710341,2177.213483,5427.713013,0.25090888,-28.177435
happy,YAF_nice_happy,-3.73E-05,0.000638149,0.09662302,0.268882058,0.07274145,3679.291747,2233.081031,5695.776922,0.2455601,-26.172127
happy,YAF_room_happy,-4.36E-05,0.001978026,0.114157334,0.161816406,0.08521211,2718.786195,2152.545232,4743.166504,0.21933182,-26.004234
happy,YAF_chalk_happy,-3.90E-05,0.000143711,0.087946534,0.209321522,0.06743988,3262.76171,2268.408745,5419.445801,0.31247395,-24.72506
happy,YAF_goose_happy,-3.85E-05,0.000379295,0.062306874,0.277429917,0.04624365,3996.328194,2399.853912,6397.76798,0.25534335,-28.623371
happy,YAF_sheep_happy,-3.10E-05,0.000361048,0.09096362,0.248357599,0.06696936,3644.886675,2260.833038,5950.749623,0.30004525,-25.460224
happy,YAF_cheek_happy,-4.16E-05,0.000344451,0.07902401,0.211897029,0.05976921,3375.555135,2204.863933,5482.45367,0.28982738,-25.863523
happy,YAF_haze_happy,-4.13E-05,0.001078022,0.07093525,0.227941492,0.055732325,3560.663617,2284.370414,5751.968149,0.23467797,-26.948416
happy,YAF_neat_happy,-3.39E-05,0.000661785,0.09432201,0.224138327,0.06770795,3400.660614,2135.364379,5334.154412,0.27816266,-26.982262
happy,YAF_ripe_happy,9.61E-07,0.000736829,0.11693466,0.155181526,0.08534239,2921.211943,2214.823858,5169.488741,0.28314152,-25.592367
happy,YAF_thought_happy,-3.92E-05,0.000210276,0.104596056,0.202683782,0.07734458,3285.069077,2254.604483,5789.448125,0.29821625,-24.838938
happy,YAF_limb_happy,-4.14E-05,0.003638758,0.0800646,0.159204411,0.06331849,2857.589199,2262.02032,4842.790126,0.21316035,-26.99353
happy,YAF_rush_happy,-4.45E-05,0.000505655,0.082378775,0.237798394,0.062756605,3528.91069,2122.920942,5698.283691,0.2923667,-25.86778
happy,YAF_mob_happy,-2.96E-05,0.002750445,0.08538773,0.137140721,0.07037776,2573.590571,2157.49777,4515.725369,0.23391761,-26.518034
happy,YAF_book_happy,-4.53E-05,0.000148,0.0924276,0.195862518,0.06605058,3243.314599,2444.842373,5802.20821,0.28807518,-28.039867
happy,YAF_bean_happy,-2.43E-05,0.003217267,0.11789266,0.127500953,0.097330354,2550.320979,2265.867699,4282.744022,0.22525306,-20.79896
happy,YAF_base_happy,-3.85E-05,0.000328275,0.08320129,0.263141911,0.063343644,3807.684536,2375.633309,6146.022592,0.27561522,-27.619118
happy,YAF_juice_happy,-3.83E-05,0.000490559,0.074429825,0.290400965,0.05494742,4052.617368,2243.313894,6256.915499,0.2608768,-28.623497
happy,YAF_knock_happy,-4.11E-05,0.000307897,0.088440165,0.189374759,0.067368075,3023.572768,2241.369814,5340.766059,0.28310823,-25.544271
happy,YAF_mill_happy,-3.73E-05,0.003021799,0.08333819,0.165742948,0.06822479,2739.370504,2118.960372,4652.150657,0.23940186,-25.992828
happy,YAF_dip_happy,-3.61E-05,0.00011939,0.08610481,0.193180133,0.06520318,3326.738827,2263.209686,5676.724745,0.29669568,-27.267387
happy,YAF_boat_happy,-4.67E-05,0.000180748,0.0767736,0.199960214,0.055899385,3215.215572,2301.337422,5485.915799,0.30254564,-25.76519
happy,YAF_red_happy,-3.01E-05,0.000403928,0.09804194,0.170392923,0.07445693,3027.259092,2282.892087,5326.301126,0.25147977,-26.25703
happy,YAF_choice_happy,-4.50E-05,0.000754006,0.09595584,0.276248095,0.07344212,3812.682631,2253.084598,6043.214677,0.26861933,-24.2938
happy,YAF_team_happy,-5.02E-05,0.000724848,0.08204027,0.180568529,0.061309062,3085.516832,2289.021949,5312.615701,0.25051412,-26.36387
happy,YAF_third_happy,-3.46E-05,0.000380111,0.04705723,0.179116782,0.038628515,3021.956387,2263.934218,5433.078835,0.23587869,-29.539616
happy,YAF_dog_happy,-4.33E-05,0.000483269,0.08633738,0.175580193,0.07021744,2938.668362,2139.572764,5157.962144,0.2620402,-25.773323
happy,YAF_lease_happy,-3.57E-05,0.001536319,0.09292859,0.269065163,0.06659272,3878.144509,2280.203222,6119.222468,0.25490633,-26.761047
happy,YAF_dab_happy,-4.64E-05,0.000296957,0.09691062,0.186319472,0.07794521,3148.956303,2213.723885,5312.159439,0.27031627,-26.202917
happy,YAF_kite_happy,-4.69E-05,0.000212961,0.08937474,0.206143466,0.06263785,3396.976072,2277.623575,5726.853249,0.33137804,-24.340515
happy,YAF_hall_happy,-3.30E-05,0.002637961,0.10501729,0.192059253,0.083850525,3017.565549,2121.080157,5129.831631,0.2584358,-23.277576
happy,YAF_seize_happy,-4.33E-05,0.001218551,0.078856036,0.288574219,0.057161044,3976.590591,2399.767386,6347.023773,0.25201634,-25.054546
happy,YAF_keep_happy,-5.11E-05,0.000189653,0.06331105,0.224977022,0.047029644,3709.837112,2426.09152,6221.702378,0.31790558,-28.962458
happy,YAF_chain_happy,-3.64E-05,0.002646806,0.086000636,0.191876883,0.06826939,3113.137654,2117.674128,5066.788639,0.22104515,-25.872274
happy,YAF_rose_happy,-3.72E-05,0.001736724,0.09145306,0.214754972,0.07031037,3353.856424,2207.480246,5587.499168,0.22537485,-24.533684
happy,YAF_rain_happy,-4.70E-05,0.003950624,0.10964486,0.163714529,0.0885779,2848.065601,2181.535189,4695.228314,0.21298473,-24.062374
happy,YAF_rot_happy,-5.52E-05,0.000893075,0.09972465,0.19757909,0.08000914,3135.833105,2142.655706,5168.766276,0.27216136,-25.185722
happy,YAF_shout_happy,-3.77E-05,0.000367737,0.07852881,0.261816406,0.060349766,3751.440118,2044.771413,5721.498736,0.27901733,-26.764153
happy,YAF_dodge_happy,-4.31E-06,0.000598898,0.08775601,0.187880405,0.069176786,3246.006452,2236.818779,5600.135129,0.269638,-26.093117
happy,YAF_fall_happy,-3.97E-05,0.000699234,0.11259639,0.166197165,0.08757586,2907.214341,2275.924912,5264.177997,0.25579047,-27.262066
happy,YAF_ring_happy,-3.88E-05,0.003330787,0.09389689,0.168380553,0.07280828,2880.053704,2180.364428,4886.739928,0.20655099,-24.743412
happy,YAF_wire_happy,-4.59E-05,0.002600462,0.09754172,0.159022352,0.07717951,2767.440266,2087.717367,4733.237305,0.22705202,-25.867155
happy,YAF_youth_happy,-3.88E-05,0.000169757,0.08718263,0.219458276,0.06410151,3466.606906,2368.718312,5982.799354,0.29423854,-27.336166
happy,YAF_which_happy,-3.88E-05,0.000393368,0.052893303,0.235828993,0.03883747,3524.385522,2146.338638,5566.691895,0.28700188,-29.289974
happy,YAF_wheat_happy,-4.66E-05,0.000243851,0.08967453,0.20641276,0.063233055,3299.440484,2229.411718,5553.173828,0.2713109,-27.128565
happy,YAF_week_happy,-4.27E-05,0.000274631,0.053423055,0.18412058,0.042117648,3351.707253,2401.160934,5828.98142,0.29516518,-29.678286
happy,YAF_wash_happy,-3.64E-05,0.001181083,0.091283575,0.198295262,0.06860148,3074.006283,2057.528629,4992.075248,0.29133084,-25.297943
happy,YAF_yes_happy,-4.45E-05,0.00034789,0.059582613,0.277728142,0.04432271,3930.261742,2352.731458,6321.484115,0.28606588,-28.902517
happy,YAF_tough_happy,-4.12E-05,0.000218425,0.05508723,0.228307292,0.042238284,3626.765739,2388.562753,5963.548828,0.32870796,-28.375381
happy,YAF_wife_happy,-4.71E-05,0.000257536,0.10976857,0.227297665,0.07913928,3341.902788,2305.598181,5792.552614,0.31582004,-27.298027
happy,YAF_walk_happy,-3.42E-05,0.000371577,0.08823949,0.185297427,0.06887369,2961.073003,2150.001204,5090.379002,0.24890761,-26.69293
happy,YAF_whip_happy,-4.05E-05,0.000331537,0.058295675,0.174136207,0.04076766,3105.448465,2336.462386,5420.214844,0.29207936,-29.049849
happy,YAF_vine_happy,-4.61E-05,0.001760079,0.068296194,0.157999674,0.05365494,2783.595171,2208.250732,4696.673584,0.24365589,-26.91384
happy,YAF_young_happy,-4.25E-05,0.003112593,0.09220156,0.16167054,0.074333645,2666.916721,2146.4274,4433.795552,0.21031575,-25.853498
happy,YAF_when_happy,-4.69E-05,0.003118485,0.07652187,0.178280785,0.0626445,2837.227193,2216.478989,4714.233398,0.22792332,-25.98738
happy,YAF_void_happy,-4.28E-05,0.000335228,0.07296625,0.193469632,0.057241272,3107.027216,2229.635378,5511.92115,0.23902638,-26.985174
happy,YAF_vote_happy,-3.53E-05,0.000409235,0.09475977,0.199707031,0.07081874,3181.822406,2276.435721,5528.216763,0.27172312,-25.846182
happy,YAF_white_happy,-3.82E-05,0.000327788,0.08762989,0.177407005,0.06629718,3048.466626,2125.504963,5177.267179,0.25461,-26.451725
neutral,YAF_fail_neutral,-2.95E-05,0.000734031,0.029147796,0.152225704,0.025336957,2587.977035,2065.644563,4246.063702,0.30630147,-27.01762
